item_name,date,sale_units,stock_level,price,cost,stock_apple,stock_banana,stock_orange,stock_cucumber,stock_okra,stock_potato,stock_tomato,profit
Garden Vegetable Medley,2024-06-15,57,68,590,354,7200,4800,3360,3600,1200,5760,4080,7788
Hearty Potato Curry,2024-06-15,96,108,815,489,11100,7400,5180,5550,1850,8880,6290,14344
Fruity Veggie Smoothie,2024-06-15,87,100,995,597,10500,7000,4900,5250,1750,8400,5950,16915
Spicy Veggie Stir-Fry,2024-06-15,75,98,1030,618,10050,6700,4690,5025,1675,8040,5695,17304
Tropical Fruit Salad,2024-06-16,60,68,610,366,7200,4800,3360,3600,1200,5760,4080,8662
Garden Vegetable Medley,2024-06-16,69,78,590,354,7950,5300,3710,3975,1325,6360,4505,8968
Hearty Potato Curry,2024-06-16,87,107,815,489,11250,7500,5250,5625,1875,9000,6375,15485
Fruity Veggie Smoothie,2024-06-16,88,96,995,597,10050,6700,4690,5025,1675,8040,5695,20696
Spicy Veggie Stir-Fry,2024-06-16,66,75,1030,618,7650,5100,3570,3825,1275,6120,4335,14832
Tropical Fruit Salad,2024-06-17,87,109,610,366,10500,7000,4900,5250,1750,8400,5950,12200
Garden Vegetable Medley,2024-06-17,60,63,590,354,6900,4600,3220,3450,1150,5520,3910,7906
Hearty Potato Curry,2024-06-17,77,73,815,489,7950,5300,3710,3975,1325,6360,4505,13203
Fruity Veggie Smoothie,2024-06-17,88,105,995,597,10650,7100,4970,5325,1775,8520,6035,21293
Spicy Veggie Stir-Fry,2024-06-17,79,90,1030,618,9750,6500,4550,4875,1625,7800,5525,18540
Tropical Fruit Salad,2024-06-18,65,75,610,366,11100,7400,5180,5550,1850,8880,6290,12566
Garden Vegetable Medley,2024-06-18,49,48,590,354,7200,4800,3360,3600,1200,5760,4080,8968
Hearty Potato Curry,2024-06-18,74,74,815,489,11400,7600,5320,5700,1900,9120,6460,19071
Fruity Veggie Smoothie,2024-06-18,48,46,995,597,7050,4700,3290,3525,1175,5640,3995,13731
Spicy Veggie Stir-Fry,2024-06-18,58,63,1030,618,9450,6300,4410,4725,1575,7560,5355,15656
Tropical Fruit Salad,2024-06-19,47,48,610,366,7200,4800,3360,3600,1200,5760,4080,6832
Garden Vegetable Medley,2024-06-19,72,71,590,354,10200,6800,4760,5100,1700,8160,5780,11918
Hearty Potato Curry,2024-06-19,60,57,815,489,9000,6000,4200,4500,1500,7200,5100,11410
Fruity Veggie Smoothie,2024-06-19,61,58,995,597,9150,6100,4270,4575,1525,7320,5185,18308
Spicy Veggie Stir-Fry,2024-06-19,67,68,1030,618,10500,7000,4900,5250,1750,8400,5950,18540
Tropical Fruit Salad,2024-06-20,81,77,610,366,11700,7800,5460,5850,1950,9360,6630,14152
Garden Vegetable Medley,2024-06-20,81,82,590,354,11400,7600,5320,5700,1900,9120,6460,13806
Hearty Potato Curry,2024-06-20,65,69,815,489,10800,7200,5040,5400,1800,8640,6120,13692
Fruity Veggie Smoothie,2024-06-20,73,73,995,597,11250,7500,5250,5625,1875,9000,6375,20895
Spicy Veggie Stir-Fry,2024-06-20,61,59,1030,618,9000,6000,4200,4500,1500,7200,5100,15450
Tropical Fruit Salad,2024-06-21,51,56,610,366,8250,5500,3850,4125,1375,6600,4675,9760
Garden Vegetable Medley,2024-06-21,77,79,590,354,11400,7600,5320,5700,1900,9120,6460,11446
Hearty Potato Curry,2024-06-21,48,44,815,489,6900,4600,3220,3450,1150,5520,3910,10106
Fruity Veggie Smoothie,2024-06-21,57,59,995,597,8700,5800,4060,4350,1450,6960,4930,15124
Spicy Veggie Stir-Fry,2024-06-21,68,73,1030,618,10500,7000,4900,5250,1750,8400,5950,17510
Tropical Fruit Salad,2024-06-22,78,88,610,366,9000,6000,4200,4500,1500,7200,5100,10370
Garden Vegetable Medley,2024-06-22,67,79,590,354,8400,5600,3920,4200,1400,6720,4760,8496
Hearty Potato Curry,2024-06-22,94,110,815,489,11400,7600,5320,5700,1900,9120,6460,17441
Fruity Veggie Smoothie,2024-06-22,90,105,995,597,10650,7100,4970,5325,1775,8520,6035,21293
Spicy Veggie Stir-Fry,2024-06-22,96,106,1030,618,10800,7200,5040,5400,1800,8640,6120,22454
Tropical Fruit Salad,2024-06-23,69,76,610,366,7500,5000,3500,3750,1250,6000,4250,9150
Garden Vegetable Medley,2024-06-23,81,90,590,354,9150,6100,4270,4575,1525,7320,5185,10266
Hearty Potato Curry,2024-06-23,75,78,815,489,7950,5300,3710,3975,1325,6360,4505,13203
Fruity Veggie Smoothie,2024-06-23,90,108,995,597,10500,7000,4900,5250,1750,8400,5950,21890
Spicy Veggie Stir-Fry,2024-06-23,61,73,1030,618,7500,5000,3500,3750,1250,6000,4250,14420
Tropical Fruit Salad,2024-06-24,52,53,610,366,7800,5200,3640,3900,1300,6240,4420,8418
Garden Vegetable Medley,2024-06-24,64,68,590,354,10050,6700,4690,5025,1675,8040,5695,9912
Hearty Potato Curry,2024-06-24,76,67,815,489,10350,6900,4830,5175,1725,8280,5865,15974
Fruity Veggie Smoothie,2024-06-24,72,75,995,597,11400,7600,5320,5700,1900,9120,6460,19303
Spicy Veggie Stir-Fry,2024-06-24,49,47,1030,618,7200,4800,3360,3600,1200,5760,4080,12566
Tropical Fruit Salad,2024-06-25,53,48,610,366,7350,4900,3430,3675,1225,5880,4165,8906
Garden Vegetable Medley,2024-06-25,53,47,590,354,7350,4900,3430,3675,1225,5880,4165,8024
Hearty Potato Curry,2024-06-25,43,49,815,489,7350,4900,3430,3675,1225,5880,4165,10269
Fruity Veggie Smoothie,2024-06-25,52,53,995,597,7800,5200,3640,3900,1300,6240,4420,13731
Spicy Veggie Stir-Fry,2024-06-25,65,60,1030,618,9000,6000,4200,4500,1500,7200,5100,19570
Tropical Fruit Salad,2024-06-26,72,74,610,366,11250,7500,5250,5625,1875,9000,6375,10980
Garden Vegetable Medley,2024-06-26,75,74,590,354,11550,7700,5390,5775,1925,9240,6545,13452
Hearty Potato Curry,2024-06-26,76,82,815,489,11850,7900,5530,5925,1975,9480,6715,16789
Fruity Veggie Smoothie,2024-06-26,58,54,995,597,8250,5500,3850,4125,1375,6600,4675,14925
Spicy Veggie Stir-Fry,2024-06-26,44,50,1030,618,7350,4900,3430,3675,1225,5880,4165,11948
Tropical Fruit Salad,2024-06-27,70,64,610,366,9450,6300,4410,4725,1575,7560,5355,12322
Garden Vegetable Medley,2024-06-27,81,76,590,354,10950,7300,5110,5475,1825,8760,6205,13688
Hearty Potato Curry,2024-06-27,60,60,815,489,9000,6000,4200,4500,1500,7200,5100,13855
Fruity Veggie Smoothie,2024-06-27,67,65,995,597,9750,6500,4550,4875,1625,7800,5525,15920
Spicy Veggie Stir-Fry,2024-06-27,81,71,1030,618,10800,7200,5040,5400,1800,8640,6120,22454
Tropical Fruit Salad,2024-06-28,46,47,610,366,7050,4700,3290,3525,1175,5640,3995,8418
Garden Vegetable Medley,2024-06-28,70,68,590,354,9750,6500,4550,4875,1625,7800,5525,11210
Hearty Potato Curry,2024-06-28,55,55,815,489,8250,5500,3850,4125,1375,6600,4675,13855
Fruity Veggie Smoothie,2024-06-28,70,67,995,597,9750,6500,4550,4875,1625,7800,5525,16915
Spicy Veggie Stir-Fry,2024-06-28,44,45,1030,618,6600,4400,3080,3300,1100,5280,3740,14008
Tropical Fruit Salad,2024-06-29,77,95,610,366,9450,6300,4410,4725,1575,7560,5355,9882
Garden Vegetable Medley,2024-06-29,108,118,590,354,12000,8000,5600,6000,2000,9600,6800,12390
Hearty Potato Curry,2024-06-29,65,76,815,489,7950,5300,3710,3975,1325,6360,4505,10758
Fruity Veggie Smoothie,2024-06-29,70,74,995,597,8100,5400,3780,4050,1350,6480,4590,15522
Spicy Veggie Stir-Fry,2024-06-29,64,69,1030,618,7350,4900,3430,3675,1225,5880,4165,16068
Tropical Fruit Salad,2024-06-30,90,105,610,366,11250,7500,5250,5625,1875,9000,6375,10980
Garden Vegetable Medley,2024-06-30,86,106,590,354,10950,7300,5110,5475,1825,8760,6205,12508
Hearty Potato Curry,2024-06-30,99,126,815,489,12450,8300,5810,6225,2075,9960,7055,16463
Fruity Veggie Smoothie,2024-06-30,85,91,995,597,9750,6500,4550,4875,1625,7800,5525,19900
Spicy Veggie Stir-Fry,2024-06-30,106,113,1030,618,12000,8000,5600,6000,2000,9600,6800,22660
Tropical Fruit Salad,2024-07-01,62,58,616,369,8400,5600,3920,4200,1400,6720,4760,9520
Garden Vegetable Medley,2024-07-01,72,67,596,357,10200,6800,4760,5100,1700,8160,5780,12080
Hearty Potato Curry,2024-07-01,74,67,823,493,10050,6700,4690,5025,1675,8040,5695,16349
Fruity Veggie Smoothie,2024-07-01,77,67,1005,603,10050,6700,4690,5025,1675,8040,5695,19899
Spicy Veggie Stir-Fry,2024-07-01,51,51,1041,624,7650,5100,3570,3825,1275,6120,4335,13980
Tropical Fruit Salad,2024-07-02,78,69,616,369,10500,7000,4900,5250,1750,8400,5950,12978
Garden Vegetable Medley,2024-07-02,87,75,596,357,11400,7600,5320,5700,1900,9120,6460,13992
Hearty Potato Curry,2024-07-02,78,75,823,493,11100,7400,5180,5550,1850,8880,6290,17836
Fruity Veggie Smoothie,2024-07-02,50,48,1005,603,7200,4800,3360,3600,1200,5760,4080,15276
Spicy Veggie Stir-Fry,2024-07-02,83,73,1041,624,11550,7700,5390,5775,1925,9240,6545,24822
Tropical Fruit Salad,2024-07-03,65,64,616,369,9000,6000,4200,4500,1500,7200,5100,11124
Garden Vegetable Medley,2024-07-03,61,57,596,357,8400,5600,3920,4200,1400,6720,4760,8616
Hearty Potato Curry,2024-07-03,47,54,823,493,7800,5200,3640,3900,1300,6240,4420,10576
Fruity Veggie Smoothie,2024-07-03,60,59,1005,603,9000,6000,4200,4500,1500,7200,5100,15075
Spicy Veggie Stir-Fry,2024-07-03,46,46,1041,624,6900,4600,3220,3450,1150,5520,3910,13977
Tropical Fruit Salad,2024-07-04,63,66,616,369,10050,6700,4690,5025,1675,8040,5695,12237
Garden Vegetable Medley,2024-07-04,62,58,596,357,8550,5700,3990,4275,1425,6840,4845,9451
Hearty Potato Curry,2024-07-04,78,80,823,493,11550,7700,5390,5775,1925,9240,6545,17180
Fruity Veggie Smoothie,2024-07-04,79,71,1005,603,10650,7100,4970,5325,1775,8520,6035,19497
Spicy Veggie Stir-Fry,2024-07-04,57,51,1041,624,7500,5000,3500,3750,1250,6000,4250,16686
Tropical Fruit Salad,2024-07-05,46,52,616,369,7950,5300,3710,3975,1325,6360,4505,8163
Garden Vegetable Medley,2024-07-05,57,58,596,357,8250,5500,3850,4125,1375,6600,4675,8377
Hearty Potato Curry,2024-07-05,76,76,823,493,11100,7400,5180,5550,1850,8880,6290,16190
Fruity Veggie Smoothie,2024-07-05,81,77,1005,603,11700,7800,5460,5850,1950,9360,6630,19296
Spicy Veggie Stir-Fry,2024-07-05,75,69,1041,624,10200,6800,4760,5100,1700,8160,5780,22110
Tropical Fruit Salad,2024-07-06,98,106,616,369,10800,7200,5040,5400,1800,8640,6120,14088
Garden Vegetable Medley,2024-07-06,68,71,596,357,7650,5100,3570,3825,1275,6120,4335,8613
Hearty Potato Curry,2024-07-06,108,102,823,493,10650,7100,4970,5325,1775,8520,6035,18492
Fruity Veggie Smoothie,2024-07-06,62,76,1005,603,7950,5300,3710,3975,1325,6360,4505,14271
Spicy Veggie Stir-Fry,2024-07-06,87,98,1041,624,10500,7000,4900,5250,1750,8400,5950,19821
Tropical Fruit Salad,2024-07-07,74,82,616,369,8100,5400,3780,4050,1350,6480,4590,9026
Garden Vegetable Medley,2024-07-07,93,99,596,357,10500,7000,4900,5250,1750,8400,5950,11962
Hearty Potato Curry,2024-07-07,102,107,823,493,11250,7500,5250,5625,1875,9000,6375,16520
Fruity Veggie Smoothie,2024-07-07,88,87,1005,603,9000,6000,4200,4500,1500,7200,5100,17085
Spicy Veggie Stir-Fry,2024-07-07,92,114,1041,624,11100,7400,5180,5550,1850,8880,6290,22530
Tropical Fruit Salad,2024-07-08,80,74,616,369,11100,7400,5180,5550,1850,8880,6290,13350
Garden Vegetable Medley,2024-07-08,79,78,596,357,12300,8200,5740,6150,2050,9840,6970,11850
Hearty Potato Curry,2024-07-08,63,64,823,493,9600,6400,4480,4800,1600,7680,5440,12890
Fruity Veggie Smoothie,2024-07-08,63,62,1005,603,8850,5900,4130,4425,1475,7080,5015,18693
Spicy Veggie Stir-Fry,2024-07-08,63,63,1041,624,9000,6000,4200,4500,1500,7200,5100,19815
Tropical Fruit Salad,2024-07-09,64,69,616,369,10500,7000,4900,5250,1750,8400,5950,10514
Garden Vegetable Medley,2024-07-09,69,60,596,357,9300,6200,4340,4650,1550,7440,5270,10050
Hearty Potato Curry,2024-07-09,66,61,823,493,9300,6200,4340,4650,1550,7440,5270,13053
Fruity Veggie Smoothie,2024-07-09,65,67,1005,603,10050,6700,4690,5025,1675,8040,5695,16884
Spicy Veggie Stir-Fry,2024-07-09,67,63,1041,624,9300,6200,4340,4650,1550,7440,5270,18567
Tropical Fruit Salad,2024-07-10,49,45,616,369,7050,4700,3290,3525,1175,5640,3995,7297
Garden Vegetable Medley,2024-07-10,54,51,596,357,7500,5000,3500,3750,1250,6000,4250,7778
Hearty Potato Curry,2024-07-10,79,81,823,493,12000,8000,5600,6000,2000,9600,6800,17347
Fruity Veggie Smoothie,2024-07-10,79,78,1005,603,11100,7400,5180,5550,1850,8880,6290,20703
Spicy Veggie Stir-Fry,2024-07-10,70,71,1041,624,10500,7000,4900,5250,1750,8400,5950,17739
Tropical Fruit Salad,2024-07-11,67,65,616,369,9600,6400,4480,4800,1600,7680,5440,9648
Garden Vegetable Medley,2024-07-11,82,78,596,357,11850,7900,5530,5925,1975,9480,6715,12325
Hearty Potato Curry,2024-07-11,58,52,823,493,8100,5400,3780,4050,1350,6480,4590,11236
Fruity Veggie Smoothie,2024-07-11,66,63,1005,603,9300,6200,4340,4650,1550,7440,5270,16884
Spicy Veggie Stir-Fry,2024-07-11,89,79,1041,624,12150,8100,5670,6075,2025,9720,6885,22326
Tropical Fruit Salad,2024-07-12,54,48,616,369,7350,4900,3430,3675,1225,5880,4165,9639
Garden Vegetable Medley,2024-07-12,67,63,596,357,9450,6300,4410,4725,1575,7560,5355,11481
Hearty Potato Curry,2024-07-12,82,77,823,493,11700,7800,5460,5850,1950,9360,6630,15041
Fruity Veggie Smoothie,2024-07-12,69,65,1005,603,10050,6700,4690,5025,1675,8040,5695,18894
Spicy Veggie Stir-Fry,2024-07-12,74,74,1041,624,11250,7500,5250,5625,1875,9000,6375,19824
Tropical Fruit Salad,2024-07-13,69,80,616,369,8100,5400,3780,4050,1350,6480,4590,9026
Garden Vegetable Medley,2024-07-13,92,104,596,357,10200,6800,4760,5100,1700,8160,5780,9696
Hearty Potato Curry,2024-07-13,100,103,823,493,10950,7300,5110,5475,1825,8760,6205,17506
Fruity Veggie Smoothie,2024-07-13,107,113,1005,603,11850,7900,5530,5925,1975,9480,6715,20703
Spicy Veggie Stir-Fry,2024-07-13,88,102,1041,624,10050,6700,4690,5025,1675,8040,5695,18570
Tropical Fruit Salad,2024-07-14,82,96,616,369,9600,6400,4480,4800,1600,7680,5440,9648
Garden Vegetable Medley,2024-07-14,82,90,596,357,9150,6100,4270,4575,1525,7320,5185,10407
Hearty Potato Curry,2024-07-14,99,109,823,493,11250,7500,5250,5625,1875,9000,6375,14874
Fruity Veggie Smoothie,2024-07-14,71,102,1005,603,10050,6700,4690,5025,1675,8040,5695,15879
Spicy Veggie Stir-Fry,2024-07-14,58,75,1041,624,7800,5200,3640,3900,1300,6240,4420,13356
Tropical Fruit Salad,2024-07-15,54,47,616,369,7200,4800,3360,3600,1200,5760,4080,8776
Garden Vegetable Medley,2024-07-15,65,60,596,357,9300,6200,4340,4650,1550,7440,5270,8858
Hearty Potato Curry,2024-07-15,54,56,823,493,7950,5300,3710,3975,1325,6360,4505,11729
Fruity Veggie Smoothie,2024-07-15,65,67,1005,603,10050,6700,4690,5025,1675,8040,5695,16884
Spicy Veggie Stir-Fry,2024-07-15,65,63,1041,624,9150,6100,4270,4575,1525,7320,5185,17109
Tropical Fruit Salad,2024-07-16,49,48,616,369,7200,4800,3360,3600,1200,5760,4080,8160
Garden Vegetable Medley,2024-07-16,74,65,596,357,10200,6800,4760,5100,1700,8160,5780,12676
Hearty Potato Curry,2024-07-16,91,80,823,493,12300,8200,5740,6150,2050,9840,6970,17184
Fruity Veggie Smoothie,2024-07-16,76,70,1005,603,10650,7100,4970,5325,1775,8520,6035,19497
Spicy Veggie Stir-Fry,2024-07-16,66,59,1041,624,9600,6400,4480,4800,1600,7680,5440,17319
Tropical Fruit Salad,2024-07-17,67,75,616,369,7800,5200,3640,3900,1300,6240,4420,9148
Garden Vegetable Medley,2024-07-17,95,108,596,357,11250,7500,5250,5625,1875,9000,6375,10773
Hearty Potato Curry,2024-07-17,105,110,823,493,11700,7800,5460,5850,1950,9360,6630,18333
Fruity Veggie Smoothie,2024-07-17,103,112,1005,603,11550,7700,5390,5775,1925,9240,6545,22914
Spicy Veggie Stir-Fry,2024-07-17,71,83,1041,624,8550,5700,3990,4275,1425,6840,4845,14400
Tropical Fruit Salad,2024-07-18,53,50,616,369,7500,5000,3500,3750,1250,6000,4250,9270
Garden Vegetable Medley,2024-07-18,61,58,596,357,8850,5900,4130,4425,1475,7080,5015,9333
Hearty Potato Curry,2024-07-18,56,55,823,493,8400,5600,3920,4200,1400,6720,4760,11073
Fruity Veggie Smoothie,2024-07-18,46,46,1005,603,6900,4600,3220,3450,1150,5520,3910,12462
Spicy Veggie Stir-Fry,2024-07-18,77,76,1041,624,11700,7800,5460,5850,1950,9360,6630,21075
Tropical Fruit Salad,2024-07-19,52,55,616,369,8100,5400,3780,4050,1350,6480,4590,9026
Garden Vegetable Medley,2024-07-19,69,61,596,357,9000,6000,4200,4500,1500,7200,5100,11360
Hearty Potato Curry,2024-07-19,56,62,823,493,9000,6000,4200,4500,1500,7200,5100,11570
Fruity Veggie Smoothie,2024-07-19,83,74,1005,603,11400,7600,5320,5700,1900,9120,6460,18492
Spicy Veggie Stir-Fry,2024-07-19,54,51,1041,624,7500,5000,3500,3750,1250,6000,4250,14604
Tropical Fruit Salad,2024-07-20,97,103,616,369,10650,7100,4970,5325,1775,8520,6035,11377
Garden Vegetable Medley,2024-07-20,75,79,596,357,8550,5700,3990,4275,1425,6840,4845,8855
Hearty Potato Curry,2024-07-20,66,75,823,493,7800,5200,3640,3900,1300,6240,4420,13868
Fruity Veggie Smoothie,2024-07-20,94,101,1005,603,10950,7300,5110,5475,1825,8760,6205,21306
Spicy Veggie Stir-Fry,2024-07-20,105,102,1041,624,11250,7500,5250,5625,1875,9000,6375,23988
Tropical Fruit Salad,2024-07-21,83,87,616,369,9300,6200,4340,4650,1550,7440,5270,10386
Garden Vegetable Medley,2024-07-21,104,106,596,357,11550,7700,5390,5775,1925,9240,6545,11847
Hearty Potato Curry,2024-07-21,86,88,823,493,9450,6300,4410,4725,1575,7560,5355,15029
Fruity Veggie Smoothie,2024-07-21,55,66,1005,603,6600,4400,3080,3300,1100,5280,3740,13668
Spicy Veggie Stir-Fry,2024-07-21,64,66,1041,624,7050,4700,3290,3525,1175,5640,3995,15435
Tropical Fruit Salad,2024-07-22,51,51,616,369,7350,4900,3430,3675,1225,5880,4165,7791
Garden Vegetable Medley,2024-07-22,81,82,596,357,11850,7900,5530,5925,1975,9480,6715,13517
Hearty Potato Curry,2024-07-22,84,81,823,493,12150,8100,5670,6075,2025,9720,6885,16031
Fruity Veggie Smoothie,2024-07-22,68,73,1005,603,10800,7200,5040,5400,1800,8640,6120,16884
Spicy Veggie Stir-Fry,2024-07-22,54,53,1041,624,7950,5300,3710,3975,1325,6360,4505,15855
Tropical Fruit Salad,2024-07-23,74,65,616,369,9750,6500,4550,4875,1625,7800,5525,11743
Garden Vegetable Medley,2024-07-23,69,71,596,357,11250,7500,5250,5625,1875,9000,6375,10773
Hearty Potato Curry,2024-07-23,81,76,823,493,11250,7500,5250,5625,1875,9000,6375,17343
Fruity Veggie Smoothie,2024-07-23,72,63,1005,603,9000,6000,4200,4500,1500,7200,5100,18090
Spicy Veggie Stir-Fry,2024-07-23,49,50,1041,624,7200,4800,3360,3600,1200,5760,4080,11688
Tropical Fruit Salad,2024-07-24,54,48,616,369,7500,5000,3500,3750,1250,6000,4250,9886
Garden Vegetable Medley,2024-07-24,66,57,596,357,8550,5700,3990,4275,1425,6840,4845,10643
Hearty Potato Curry,2024-07-24,62,62,823,493,8850,5900,4130,4425,1475,7080,5015,15355
Fruity Veggie Smoothie,2024-07-24,65,66,1005,603,9750,6500,4550,4875,1625,7800,5525,18090
Spicy Veggie Stir-Fry,2024-07-24,84,82,1041,624,11700,7800,5460,5850,1950,9360,6630,20034
Tropical Fruit Salad,2024-07-25,56,50,616,369,7350,4900,3430,3675,1225,5880,4165,9639
Garden Vegetable Medley,2024-07-25,76,79,596,357,12000,8000,5600,6000,2000,9600,6800,11372
Hearty Potato Curry,2024-07-25,65,59,823,493,9000,6000,4200,4500,1500,7200,5100,15685
Fruity Veggie Smoothie,2024-07-25,48,47,1005,603,6900,4600,3220,3450,1150,5520,3910,13467
Spicy Veggie Stir-Fry,2024-07-25,49,52,1041,624,7500,5000,3500,3750,1250,6000,4250,14604
Tropical Fruit Salad,2024-07-26,67,56,616,369,9300,6200,4340,4650,1550,7440,5270,10386
Garden Vegetable Medley,2024-07-26,57,58,596,357,8550,5700,3990,4275,1425,6840,4845,8855
Hearty Potato Curry,2024-07-26,51,47,823,493,6900,4600,3220,3450,1150,5520,3910,11888
Fruity Veggie Smoothie,2024-07-26,73,74,1005,603,11250,7500,5250,5625,1875,9000,6375,18090
Spicy Veggie Stir-Fry,2024-07-26,50,48,1041,624,7050,4700,3290,3525,1175,5640,3995,14394
Tropical Fruit Salad,2024-07-27,82,93,616,369,9150,6100,4270,4575,1525,7320,5185,11987
Garden Vegetable Medley,2024-07-27,80,82,596,357,8250,5500,3850,4125,1375,6600,4675,8973
Hearty Potato Curry,2024-07-27,101,109,823,493,11250,7500,5250,5625,1875,9000,6375,19812
Fruity Veggie Smoothie,2024-07-27,66,73,1005,603,7350,4900,3430,3675,1225,5880,4165,11658
Spicy Veggie Stir-Fry,2024-07-27,60,82,1041,624,8100,5400,3780,4050,1350,6480,4590,13149
Tropical Fruit Salad,2024-07-28,83,91,616,369,9150,6100,4270,4575,1525,7320,5185,11987
Garden Vegetable Medley,2024-07-28,72,74,596,357,8250,5500,3850,4125,1375,6600,4675,8377
Hearty Potato Curry,2024-07-28,77,95,823,493,9450,6300,4410,4725,1575,7560,5355,15852
Fruity Veggie Smoothie,2024-07-28,97,103,1005,603,11400,7600,5320,5700,1900,9120,6460,19497
Spicy Veggie Stir-Fry,2024-07-28,110,121,1041,624,12600,8400,5880,6300,2100,10080,7140,20454
Tropical Fruit Salad,2024-07-29,62,60,616,369,9150,6100,4270,4575,1525,7320,5185,11371
Garden Vegetable Medley,2024-07-29,61,62,596,357,9300,6200,4340,4650,1550,7440,5270,9454
Hearty Potato Curry,2024-07-29,75,80,823,493,11700,7800,5460,5850,1950,9360,6630,15041
Fruity Veggie Smoothie,2024-07-29,49,47,1005,603,7050,4700,3290,3525,1175,5640,3995,12864
Spicy Veggie Stir-Fry,2024-07-29,62,62,1041,624,9300,6200,4340,4650,1550,7440,5270,16485
Tropical Fruit Salad,2024-07-30,80,77,616,369,11250,7500,5250,5625,1875,9000,6375,11749
Garden Vegetable Medley,2024-07-30,60,54,596,357,8100,5400,3780,4050,1350,6480,4590,9330
Hearty Potato Curry,2024-07-30,62,59,823,493,8550,5700,3990,4275,1425,6840,4845,14695
Fruity Veggie Smoothie,2024-07-30,61,54,1005,603,8400,5600,3920,4200,1400,6720,4760,15477
Spicy Veggie Stir-Fry,2024-07-30,78,71,1041,624,11250,7500,5250,5625,1875,9000,6375,18783
Tropical Fruit Salad,2024-07-31,53,60,616,369,8700,5800,4060,4350,1450,6960,4930,9398
Garden Vegetable Medley,2024-07-31,77,77,596,357,11550,7700,5390,5775,1925,9240,6545,12443
Hearty Potato Curry,2024-07-31,50,52,823,493,7500,5000,3500,3750,1250,6000,4250,9916
Fruity Veggie Smoothie,2024-07-31,77,74,1005,603,10800,7200,5040,5400,1800,8640,6120,16884
Spicy Veggie Stir-Fry,2024-07-31,81,79,1041,624,12150,8100,5670,6075,2025,9720,6885,20244
Tropical Fruit Salad,2024-08-01,83,69,623,373,10650,7100,4970,5325,1775,8520,6035,11520
Garden Vegetable Medley,2024-08-01,75,70,603,361,10500,7000,4900,5250,1750,8400,5950,10307
Hearty Potato Curry,2024-08-01,73,64,832,499,9450,6300,4410,4725,1575,7560,5355,15155
Fruity Veggie Smoothie,2024-08-01,69,58,1016,609,9300,6200,4340,4650,1550,7440,5270,18122
Spicy Veggie Stir-Fry,2024-08-01,83,78,1051,630,11250,7500,5250,5625,1875,9000,6375,23167
Tropical Fruit Salad,2024-08-02,82,66,623,373,10350,6900,4830,5175,1725,8280,5865,12889
Garden Vegetable Medley,2024-08-02,89,73,603,361,11100,7400,5180,5550,1850,8880,6290,13084
Hearty Potato Curry,2024-08-02,58,49,832,499,7500,5000,3500,3750,1250,6000,4250,11658
Fruity Veggie Smoothie,2024-08-02,63,58,1016,609,8400,5600,3920,4200,1400,6720,4760,17712
Spicy Veggie Stir-Fry,2024-08-02,53,53,1051,630,7650,5100,3570,3825,1275,6120,4335,13063
Tropical Fruit Salad,2024-08-03,105,111,623,373,11400,7600,5320,5700,1900,9120,6460,14639
Garden Vegetable Medley,2024-08-03,68,72,603,361,7500,5000,3500,3750,1250,6000,4250,7276
Hearty Potato Curry,2024-08-03,81,87,832,499,8850,5900,4130,4425,1475,7080,5015,13823
Fruity Veggie Smoothie,2024-08-03,98,114,1016,609,11400,7600,5320,5700,1900,9120,6460,20772
Spicy Veggie Stir-Fry,2024-08-03,114,101,1051,630,10950,7300,5110,5475,1825,8760,6205,20223
Tropical Fruit Salad,2024-08-04,108,102,623,373,10350,6900,4830,5175,1725,8280,5865,13512
Garden Vegetable Medley,2024-08-04,106,113,603,361,11700,7800,5460,5850,1950,9360,6630,11037
Hearty Potato Curry,2024-08-04,124,118,832,499,11850,7900,5530,5925,1975,9480,6715,18819
Fruity Veggie Smoothie,2024-08-04,75,83,1016,609,8400,5600,3920,4200,1400,6720,4760,16696
Spicy Veggie Stir-Fry,2024-08-04,89,90,1051,630,9300,6200,4340,4650,1550,7440,5270,15592
Tropical Fruit Salad,2024-08-05,54,47,623,373,7050,4700,3290,3525,1175,5640,3995,9258
Garden Vegetable Medley,2024-08-05,71,62,603,361,9300,6200,4340,4650,1550,7440,5270,11386
Hearty Potato Curry,2024-08-05,59,52,832,499,7950,5300,3710,3975,1325,6360,4505,11825
Fruity Veggie Smoothie,2024-08-05,55,51,1016,609,7650,5100,3570,3825,1275,6120,4335,14661
Spicy Veggie Stir-Fry,2024-08-05,52,47,1051,630,7050,4700,3290,3525,1175,5640,3995,13481
Tropical Fruit Salad,2024-08-06,80,74,623,373,10800,7200,5040,5400,1800,8640,6120,12393
Garden Vegetable Medley,2024-08-06,62,52,603,361,7950,5300,3710,3975,1325,6360,4505,9208
Hearty Potato Curry,2024-08-06,91,74,832,499,11400,7600,5320,5700,1900,9120,6460,19484
Fruity Veggie Smoothie,2024-08-06,81,74,1016,609,11100,7400,5180,5550,1850,8880,6290,19958
Spicy Veggie Stir-Fry,2024-08-06,89,74,1051,630,11100,7400,5180,5550,1850,8880,6290,23797
Tropical Fruit Salad,2024-08-07,92,77,623,373,11700,7800,5460,5850,1950,9360,6630,12647
Garden Vegetable Medley,2024-08-07,60,49,603,361,7500,5000,3500,3750,1250,6000,4250,9688
