item_name,date,sale_units,stock_level,price,cost,stock_apple,stock_banana,stock_orange,stock_cucumber,stock_okra,stock_potato,stock_tomato,profit
Spicy Veggie Stir-Fry,2024-02-09,66,79,988,592,11850,7900,5530,5925,1975,9480,6715,18440
Tropical Fruit Salad,2024-02-10,40,45,586,351,6750,4500,3150,3375,1125,5400,3825,7645
Garden Vegetable Medley,2024-02-10,46,55,568,340,8250,5500,3850,4125,1375,6600,4675,7428
Hearty Potato Curry,2024-02-10,40,44,781,468,6600,4400,3080,3300,1100,5280,3740,10648
Fruity Veggie Smoothie,2024-02-10,57,68,956,573,10200,6800,4760,5100,1700,8160,5780,15528
Spicy Veggie Stir-Fry,2024-02-10,46,50,988,592,7500,5000,3500,3750,1250,6000,4250,15848
Tropical Fruit Salad,2024-02-11,58,65,586,351,9750,6500,4550,4875,1625,7800,5525,11173
Garden Vegetable Medley,2024-02-11,51,56,568,340,8400,5600,3920,4200,1400,6720,4760,9928
Hearty Potato Curry,2024-02-11,50,57,781,468,8550,5700,3990,4275,1425,6840,4845,12374
Fruity Veggie Smoothie,2024-02-11,66,79,956,573,11850,7900,5530,5925,1975,9480,6715,17829
Spicy Veggie Stir-Fry,2024-02-11,56,63,988,592,9450,6300,4410,4725,1575,7560,5355,18032
Tropical Fruit Salad,2024-02-12,43,51,586,351,7650,5100,3570,3825,1275,6120,4335,7297
Garden Vegetable Medley,2024-02-12,67,73,568,340,10950,7300,5110,5475,1825,8760,6205,13236
Hearty Potato Curry,2024-02-12,45,53,781,468,7950,5300,3710,3975,1325,6360,4505,10341
Fruity Veggie Smoothie,2024-02-12,53,62,956,573,9300,6200,4340,4650,1550,7440,5270,15142
Spicy Veggie Stir-Fry,2024-02-12,65,74,988,592,11100,7400,5180,5550,1850,8880,6290,20412
Tropical Fruit Salad,2024-02-13,54,61,586,351,9150,6100,4270,4575,1525,7320,5185,10233
Garden Vegetable Medley,2024-02-13,70,80,568,340,12000,8000,5600,6000,2000,9600,6800,12560
Hearty Potato Curry,2024-02-13,56,65,781,468,9750,6500,4550,4875,1625,7800,5525,13316
Fruity Veggie Smoothie,2024-02-13,40,44,956,573,6600,4400,3080,3300,1100,5280,3740,13028
Spicy Veggie Stir-Fry,2024-02-13,59,69,988,592,10350,6900,4830,5175,1725,8280,5865,17444
Tropical Fruit Salad,2024-02-14,49,53,586,351,7950,5300,3710,3975,1325,6360,4505,10111
Garden Vegetable Medley,2024-02-14,61,70,568,340,10500,7000,4900,5250,1750,8400,5950,10848
Hearty Potato Curry,2024-02-14,66,79,781,468,11850,7900,5530,5925,1975,9480,6715,14574
Fruity Veggie Smoothie,2024-02-14,60,68,956,573,10200,6800,4760,5100,1700,8160,5780,18396
Spicy Veggie Stir-Fry,2024-02-14,51,61,988,592,9150,6100,4270,4575,1525,7320,5185,14276
Tropical Fruit Salad,2024-02-15,68,80,586,351,12000,8000,5600,6000,2000,9600,6800,11768
Garden Vegetable Medley,2024-02-15,70,79,568,340,11850,7900,5530,5925,1975,9480,6715,12900
Hearty Potato Curry,2024-02-15,43,51,781,468,7650,5100,3570,3825,1275,6120,4335,9715
Fruity Veggie Smoothie,2024-02-15,40,48,956,573,7200,4800,3360,3600,1200,5760,4080,10736
Spicy Veggie Stir-Fry,2024-02-15,60,70,988,592,10500,7000,4900,5250,1750,8400,5950,17840
Tropical Fruit Salad,2024-02-16,54,62,586,351,9300,6200,4340,4650,1550,7440,5270,9882
Garden Vegetable Medley,2024-02-16,66,77,568,340,11550,7700,5390,5775,1925,9240,6545,11308
Hearty Potato Curry,2024-02-16,52,62,781,468,9300,6200,4340,4650,1550,7440,5270,11596
Fruity Veggie Smoothie,2024-02-16,60,67,956,573,10050,6700,4690,5025,1675,8040,5695,18969
Spicy Veggie Stir-Fry,2024-02-16,70,82,988,592,12300,8200,5740,6150,2050,9840,6970,20616
Tropical Fruit Salad,2024-02-17,45,52,586,351,7800,5200,3640,3900,1300,6240,4420,8118
Garden Vegetable Medley,2024-02-17,40,48,568,340,7200,4800,3360,3600,1200,5760,4080,6400
Hearty Potato Curry,2024-02-17,48,53,781,468,7950,5300,3710,3975,1325,6360,4505,12684
Fruity Veggie Smoothie,2024-02-17,43,48,956,573,7200,4800,3360,3600,1200,5760,4080,13604
Spicy Veggie Stir-Fry,2024-02-17,69,79,988,592,11850,7900,5530,5925,1975,9480,6715,21404
Tropical Fruit Salad,2024-02-18,69,75,586,351,11250,7500,5250,5625,1875,9000,6375,14109
Garden Vegetable Medley,2024-02-18,47,54,568,340,8100,5400,3780,4050,1350,6480,4590,8336
Hearty Potato Curry,2024-02-18,43,47,781,468,7050,4700,3290,3525,1175,5640,3995,11587
Fruity Veggie Smoothie,2024-02-18,48,54,956,573,8100,5400,3780,4050,1350,6480,4590,14946
Spicy Veggie Stir-Fry,2024-02-18,66,79,988,592,11850,7900,5530,5925,1975,9480,6715,18440
Tropical Fruit Salad,2024-02-19,45,52,586,351,7800,5200,3640,3900,1300,6240,4420,8118
Garden Vegetable Medley,2024-02-19,41,45,568,340,6750,4500,3150,3375,1125,5400,3825,7988
Hearty Potato Curry,2024-02-19,40,44,781,468,6600,4400,3080,3300,1100,5280,3740,10648
Fruity Veggie Smoothie,2024-02-19,56,63,956,573,9450,6300,4410,4725,1575,7560,5355,17437
Spicy Veggie Stir-Fry,2024-02-19,53,60,988,592,9000,6000,4200,4500,1500,7200,5100,16844
Tropical Fruit Salad,2024-02-20,46,50,586,351,7500,5000,3500,3750,1250,6000,4250,9406
Garden Vegetable Medley,2024-02-20,44,50,568,340,7500,5000,3500,3750,1250,6000,4250,7992
Hearty Potato Curry,2024-02-20,48,53,781,468,7950,5300,3710,3975,1325,6360,4505,12684
Fruity Veggie Smoothie,2024-02-20,66,73,956,573,10950,7300,5110,5475,1825,8760,6205,21267
Spicy Veggie Stir-Fry,2024-02-20,61,71,988,592,10650,7100,4970,5325,1775,8520,6035,18236
Tropical Fruit Salad,2024-02-21,48,53,586,351,7950,5300,3710,3975,1325,6360,4505,9525
Garden Vegetable Medley,2024-02-21,52,57,568,340,8550,5700,3990,4275,1425,6840,4845,10156
Hearty Potato Curry,2024-02-21,62,71,781,468,10650,7100,4970,5325,1775,8520,6035,15194
Fruity Veggie Smoothie,2024-02-21,68,79,956,573,11850,7900,5530,5925,1975,9480,6715,19741
Spicy Veggie Stir-Fry,2024-02-21,44,49,988,592,7350,4900,3430,3675,1225,5880,4165,14464
Tropical Fruit Salad,2024-02-22,44,49,586,351,7350,4900,3430,3675,1225,5880,4165,8585
Garden Vegetable Medley,2024-02-22,68,79,568,340,11850,7900,5530,5925,1975,9480,6715,11764
Hearty Potato Curry,2024-02-22,54,62,781,468,9300,6200,4340,4650,1550,7440,5270,13158
Fruity Veggie Smoothie,2024-02-22,40,47,956,573,7050,4700,3290,3525,1175,5640,3995,11309
Spicy Veggie Stir-Fry,2024-02-22,67,77,988,592,11550,7700,5390,5775,1925,9240,6545,20612
Tropical Fruit Salad,2024-02-23,55,61,586,351,9150,6100,4270,4575,1525,7320,5185,10819
Garden Vegetable Medley,2024-02-23,49,55,568,340,8250,5500,3850,4125,1375,6600,4675,9132
Hearty Potato Curry,2024-02-23,49,56,781,468,8400,5600,3920,4200,1400,6720,4760,12061
Fruity Veggie Smoothie,2024-02-23,66,77,956,573,11550,7700,5390,5775,1925,9240,6545,18975
Spicy Veggie Stir-Fry,2024-02-23,47,55,988,592,8250,5500,3850,4125,1375,6600,4675,13876
Tropical Fruit Salad,2024-02-24,58,68,586,351,10200,6800,4760,5100,1700,8160,5780,10120
Garden Vegetable Medley,2024-02-24,41,48,568,340,7200,4800,3360,3600,1200,5760,4080,6968
Hearty Potato Curry,2024-02-24,63,75,781,468,11250,7500,5250,5625,1875,9000,6375,14103
Fruity Veggie Smoothie,2024-02-24,48,54,956,573,8100,5400,3780,4050,1350,6480,4590,14946
Spicy Veggie Stir-Fry,2024-02-24,56,65,988,592,9750,6500,4550,4875,1625,7800,5525,16848
Tropical Fruit Salad,2024-02-25,61,67,586,351,10050,6700,4690,5025,1675,8040,5695,12229
Garden Vegetable Medley,2024-02-25,42,49,568,340,7350,4900,3430,3675,1225,5880,4165,7196
Hearty Potato Curry,2024-02-25,70,78,781,468,11700,7800,5460,5850,1950,9360,6630,18166
Fruity Veggie Smoothie,2024-02-25,49,53,956,573,7950,5300,3710,3975,1325,6360,4505,16475
Spicy Veggie Stir-Fry,2024-02-25,67,73,988,592,10950,7300,5110,5475,1825,8760,6205,22980
Tropical Fruit Salad,2024-02-26,61,67,586,351,10050,6700,4690,5025,1675,8040,5695,12229
Garden Vegetable Medley,2024-02-26,51,59,568,340,8850,5900,4130,4425,1475,7080,5015,8908
Hearty Potato Curry,2024-02-26,51,61,781,468,9150,6100,4270,4575,1525,7320,5185,11283
Fruity Veggie Smoothie,2024-02-26,53,63,956,573,9450,6300,4410,4725,1575,7560,5355,14569
Spicy Veggie Stir-Fry,2024-02-26,52,61,988,592,9150,6100,4270,4575,1525,7320,5185,15264
Tropical Fruit Salad,2024-02-27,63,72,586,351,10800,7200,5040,5400,1800,8640,6120,11646
Garden Vegetable Medley,2024-02-27,56,63,568,340,9450,6300,4410,4725,1575,7560,5355,10388
Hearty Potato Curry,2024-02-27,44,48,781,468,7200,4800,3360,3600,1200,5760,4080,11900
Fruity Veggie Smoothie,2024-02-27,67,75,956,573,11250,7500,5250,5625,1875,9000,6375,21077
Spicy Veggie Stir-Fry,2024-02-27,64,76,988,592,11400,7600,5320,5700,1900,9120,6460,18240
Tropical Fruit Salad,2024-02-28,66,73,586,351,10950,7300,5110,5475,1825,8760,6205,13053
Garden Vegetable Medley,2024-02-28,40,47,568,340,7050,4700,3290,3525,1175,5640,3995,6740
Hearty Potato Curry,2024-02-28,56,66,781,468,9900,6600,4620,4950,1650,7920,5610,12848
Fruity Veggie Smoothie,2024-02-28,60,70,956,573,10500,7000,4900,5250,1750,8400,5950,17250
Spicy Veggie Stir-Fry,2024-02-28,48,52,988,592,7800,5200,3640,3900,1300,6240,4420,16640
Tropical Fruit Salad,2024-02-29,45,50,586,351,7500,5000,3500,3750,1250,6000,4250,8820
Garden Vegetable Medley,2024-02-29,46,51,568,340,7650,5100,3570,3825,1275,6120,4335,8788
Hearty Potato Curry,2024-02-29,68,74,781,468,11100,7400,5180,5550,1850,8880,6290,18476
Fruity Veggie Smoothie,2024-02-29,44,51,956,573,7650,5100,3570,3825,1275,6120,4335,12841
Spicy Veggie Stir-Fry,2024-02-29,66,76,988,592,11400,7600,5320,5700,1900,9120,6460,20216
Tropical Fruit Salad,2024-03-01,44,48,592,355,7200,4800,3360,3600,1200,5760,4080,9008
Garden Vegetable Medley,2024-03-01,55,65,573,343,9750,6500,4550,4875,1625,7800,5525,9220
Hearty Potato Curry,2024-03-01,69,78,790,474,11700,7800,5460,5850,1950,9360,6630,17538
Fruity Veggie Smoothie,2024-03-01,61,69,965,579,10350,6900,4830,5175,1725,8280,5865,18914
Spicy Veggie Stir-Fry,2024-03-01,64,75,998,598,11250,7500,5250,5625,1875,9000,6375,19022
Tropical Fruit Salad,2024-03-02,63,71,592,355,10650,7100,4970,5325,1775,8520,6035,12091
Garden Vegetable Medley,2024-03-02,60,70,573,343,10500,7000,4900,5250,1750,8400,5950,10370
Hearty Potato Curry,2024-03-02,42,48,790,474,7200,4800,3360,3600,1200,5760,4080,10428
Fruity Veggie Smoothie,2024-03-02,61,69,965,579,10350,6900,4830,5175,1725,8280,5865,18914
Spicy Veggie Stir-Fry,2024-03-02,69,77,998,598,11550,7700,5390,5775,1925,9240,6545,22816
Tropical Fruit Salad,2024-03-03,59,65,592,355,9750,6500,4550,4875,1625,7800,5525,11853
Garden Vegetable Medley,2024-03-03,64,70,573,343,10500,7000,4900,5250,1750,8400,5950,12662
Hearty Potato Curry,2024-03-03,59,70,790,474,10500,7000,4900,5250,1750,8400,5950,13430
Fruity Veggie Smoothie,2024-03-03,62,72,965,579,10800,7200,5040,5400,1800,8640,6120,18142
Spicy Veggie Stir-Fry,2024-03-03,66,72,998,598,10800,7200,5040,5400,1800,8640,6120,22812
Tropical Fruit Salad,2024-03-04,55,61,592,355,9150,6100,4270,4575,1525,7320,5185,10905
Garden Vegetable Medley,2024-03-04,45,49,573,343,7350,4900,3430,3675,1225,5880,4165,8978
Hearty Potato Curry,2024-03-04,69,75,790,474,11250,7500,5250,5625,1875,9000,6375,18960
Fruity Veggie Smoothie,2024-03-04,53,60,965,579,9000,6000,4200,4500,1500,7200,5100,16405
Spicy Veggie Stir-Fry,2024-03-04,43,50,998,598,7500,5000,3500,3750,1250,6000,4250,13014
Tropical Fruit Salad,2024-03-05,69,82,592,355,12300,8200,5740,6150,2050,9840,6970,11738
Garden Vegetable Medley,2024-03-05,49,54,573,343,8100,5400,3780,4050,1350,6480,4590,9555
Hearty Potato Curry,2024-03-05,50,60,790,474,9000,6000,4200,4500,1500,7200,5100,11060
Fruity Veggie Smoothie,2024-03-05,42,48,965,579,7200,4800,3360,3600,1200,5760,4080,12738
Spicy Veggie Stir-Fry,2024-03-05,46,52,998,598,7800,5200,3640,3900,1300,6240,4420,14812
Tropical Fruit Salad,2024-03-06,52,61,592,355,9150,6100,4270,4575,1525,7320,5185,9129
Garden Vegetable Medley,2024-03-06,53,58,573,343,8700,5800,4060,4350,1450,6960,4930,10475
Hearty Potato Curry,2024-03-06,62,74,790,474,11100,7400,5180,5550,1850,8880,6290,13904
Fruity Veggie Smoothie,2024-03-06,57,64,965,579,9600,6400,4480,4800,1600,7680,5440,17949
Spicy Veggie Stir-Fry,2024-03-06,59,64,998,598,9600,6400,4480,4800,1600,7680,5440,20610
Tropical Fruit Salad,2024-03-07,58,64,592,355,9600,6400,4480,4800,1600,7680,5440,11616
Garden Vegetable Medley,2024-03-07,59,70,573,343,10500,7000,4900,5250,1750,8400,5950,9797
Hearty Potato Curry,2024-03-07,58,68,790,474,10200,6800,4760,5100,1700,8160,5780,13588
Fruity Veggie Smoothie,2024-03-07,41,48,965,579,7200,4800,3360,3600,1200,5760,4080,11773
Spicy Veggie Stir-Fry,2024-03-07,50,58,998,598,8700,5800,4060,4350,1450,6960,4930,15216
Tropical Fruit Salad,2024-03-08,44,50,592,355,7500,5000,3500,3750,1250,6000,4250,8298
Garden Vegetable Medley,2024-03-08,42,48,573,343,7200,4800,3360,3600,1200,5760,4080,7602
Hearty Potato Curry,2024-03-08,46,50,790,474,7500,5000,3500,3750,1250,6000,4250,12640
Fruity Veggie Smoothie,2024-03-08,70,78,965,579,11700,7800,5460,5850,1950,9360,6630,22388
Spicy Veggie Stir-Fry,2024-03-08,52,62,998,598,9300,6200,4340,4650,1550,7440,5270,14820
Tropical Fruit Salad,2024-03-09,41,48,592,355,7200,4800,3360,3600,1200,5760,4080,7232
Garden Vegetable Medley,2024-03-09,48,56,573,343,8400,5600,3920,4200,1400,6720,4760,8296
Hearty Potato Curry,2024-03-09,58,63,790,474,9450,6300,4410,4725,1575,7560,5355,15958
Fruity Veggie Smoothie,2024-03-09,70,80,965,579,12000,8000,5600,6000,2000,9600,6800,21230
Spicy Veggie Stir-Fry,2024-03-09,56,61,998,598,9150,6100,4270,4575,1525,7320,5185,19410
Tropical Fruit Salad,2024-03-10,43,47,592,355,7050,4700,3290,3525,1175,5640,3995,8771
Garden Vegetable Medley,2024-03-10,66,79,573,343,11850,7900,5530,5925,1975,9480,6715,10721
Hearty Potato Curry,2024-03-10,60,66,790,474,9900,6600,4620,4950,1650,7920,5610,16116
Fruity Veggie Smoothie,2024-03-10,64,73,965,579,10950,7300,5110,5475,1825,8760,6205,19493
Spicy Veggie Stir-Fry,2024-03-10,68,78,998,598,11700,7800,5460,5850,1950,9360,6630,21220
Tropical Fruit Salad,2024-03-11,64,76,592,355,11400,7600,5320,5700,1900,9120,6460,10908
Garden Vegetable Medley,2024-03-11,69,76,573,343,11400,7600,5320,5700,1900,9120,6460,13469
Hearty Potato Curry,2024-03-11,46,50,790,474,7500,5000,3500,3750,1250,6000,4250,12640
Fruity Veggie Smoothie,2024-03-11,42,48,965,579,7200,4800,3360,3600,1200,5760,4080,12738
Spicy Veggie Stir-Fry,2024-03-11,65,75,998,598,11250,7500,5250,5625,1875,9000,6375,20020
Tropical Fruit Salad,2024-03-12,50,57,592,355,8550,5700,3990,4275,1425,6840,4845,9365
Garden Vegetable Medley,2024-03-12,61,73,573,343,10950,7300,5110,5475,1825,8760,6205,9914
Hearty Potato Curry,2024-03-12,59,68,790,474,10200,6800,4760,5100,1700,8160,5780,14378
Fruity Veggie Smoothie,2024-03-12,56,67,965,579,10050,6700,4690,5025,1675,8040,5695,15247
Spicy Veggie Stir-Fry,2024-03-12,48,56,998,598,8400,5600,3920,4200,1400,6720,4760,14416
Tropical Fruit Salad,2024-03-13,46,51,592,355,7650,5100,3570,3825,1275,6120,4335,9127
Garden Vegetable Medley,2024-03-13,57,62,573,343,9300,6200,4340,4650,1550,7440,5270,11395
Hearty Potato Curry,2024-03-13,49,55,790,474,8250,5500,3850,4125,1375,6600,4675,12640
Fruity Veggie Smoothie,2024-03-13,69,80,965,579,12000,8000,5600,6000,2000,9600,6800,20265
Spicy Veggie Stir-Fry,2024-03-13,62,68,998,598,10200,6800,4760,5100,1700,8160,5780,21212
Tropical Fruit Salad,2024-03-14,67,77,592,355,11550,7700,5390,5775,1925,9240,6545,12329
Garden Vegetable Medley,2024-03-14,41,45,573,343,6750,4500,3150,3375,1125,5400,3825,8058
Hearty Potato Curry,2024-03-14,55,63,790,474,9450,6300,4410,4725,1575,7560,5355,13588
Fruity Veggie Smoothie,2024-03-14,46,54,965,579,8100,5400,3780,4050,1350,6480,4590,13124
Spicy Veggie Stir-Fry,2024-03-14,40,46,998,598,6900,4600,3220,3450,1150,5520,3910,12412
Tropical Fruit Salad,2024-03-15,64,74,592,355,11100,7400,5180,5550,1850,8880,6290,11618
Garden Vegetable Medley,2024-03-15,53,59,573,343,8850,5900,4130,4425,1475,7080,5015,10132
Hearty Potato Curry,2024-03-15,53,60,790,474,9000,6000,4200,4500,1500,7200,5100,13430
Fruity Veggie Smoothie,2024-03-15,68,81,965,579,12150,8100,5670,6075,2025,9720,6885,18721
Spicy Veggie Stir-Fry,2024-03-15,59,68,998,598,10200,6800,4760,5100,1700,8160,5780,18218
Tropical Fruit Salad,2024-03-16,45,50,592,355,7500,5000,3500,3750,1250,6000,4250,8890
Garden Vegetable Medley,2024-03-16,51,56,573,343,8400,5600,3920,4200,1400,6720,4760,10015
Hearty Potato Curry,2024-03-16,50,57,790,474,8550,5700,3990,4275,1425,6840,4845,12482
Fruity Veggie Smoothie,2024-03-16,52,57,965,579,8550,5700,3990,4275,1425,6840,4845,17177
Spicy Veggie Stir-Fry,2024-03-16,59,66,998,598,9900,6600,4620,4950,1650,7920,5610,19414
Tropical Fruit Salad,2024-03-17,56,66,592,355,9900,6600,4620,4950,1650,7920,5610,9722
Garden Vegetable Medley,2024-03-17,69,76,573,343,11400,7600,5320,5700,1900,9120,6460,13469
Hearty Potato Curry,2024-03-17,41,46,790,474,6900,4600,3220,3450,1150,5520,3910,10586
Fruity Veggie Smoothie,2024-03-17,68,76,965,579,11400,7600,5320,5700,1900,9120,6460,21616
Spicy Veggie Stir-Fry,2024-03-17,48,52,998,598,7800,5200,3640,3900,1300,6240,4420,16808
Tropical Fruit Salad,2024-03-18,48,52,592,355,7800,5200,3640,3900,1300,6240,4420,9956
Garden Vegetable Medley,2024-03-18,43,50,573,343,7500,5000,3500,3750,1250,6000,4250,7489
Hearty Potato Curry,2024-03-18,55,60,790,474,9000,6000,4200,4500,1500,7200,5100,15010
Fruity Veggie Smoothie,2024-03-18,63,71,965,579,10650,7100,4970,5325,1775,8520,6035,19686
Spicy Veggie Stir-Fry,2024-03-18,64,76,998,598,11400,7600,5320,5700,1900,9120,6460,18424
Tropical Fruit Salad,2024-03-19,47,53,592,355,7950,5300,3710,3975,1325,6360,4505,9009
Garden Vegetable Medley,2024-03-19,64,72,573,343,10800,7200,5040,5400,1800,8640,6120,11976
Hearty Potato Curry,2024-03-19,61,67,790,474,10050,6700,4690,5025,1675,8040,5695,16432
Fruity Veggie Smoothie,2024-03-19,56,61,965,579,9150,6100,4270,4575,1525,7320,5185,18721
Spicy Veggie Stir-Fry,2024-03-19,68,80,998,598,12000,8000,5600,6000,2000,9600,6800,20024
Tropical Fruit Salad,2024-03-20,55,64,592,355,9600,6400,4480,4800,1600,7680,5440,9840
Garden Vegetable Medley,2024-03-20,52,57,573,343,8550,5700,3990,4275,1425,6840,4845,10245
Hearty Potato Curry,2024-03-20,50,58,790,474,8700,5800,4060,4350,1450,6960,4930,12008
Fruity Veggie Smoothie,2024-03-20,43,50,965,579,7500,5000,3500,3750,1250,6000,4250,12545
Spicy Veggie Stir-Fry,2024-03-20,65,78,998,598,11700,7800,5460,5850,1950,9360,6630,18226
Tropical Fruit Salad,2024-03-21,67,79,592,355,11850,7900,5530,5925,1975,9480,6715,11619
Garden Vegetable Medley,2024-03-21,69,80,573,343,12000,8000,5600,6000,2000,9600,6800,12097
Hearty Potato Curry,2024-03-21,41,48,790,474,7200,4800,3360,3600,1200,5760,4080,9638
Fruity Veggie Smoothie,2024-03-21,48,57,965,579,8550,5700,3990,4275,1425,6840,4845,13317
Spicy Veggie Stir-Fry,2024-03-21,59,66,998,598,9900,6600,4620,4950,1650,7920,5610,19414
Tropical Fruit Salad,2024-03-22,57,65,592,355,9750,6500,4550,4875,1625,7800,5525,10669
Garden Vegetable Medley,2024-03-22,53,63,573,343,9450,6300,4410,4725,1575,7560,5355,8760
Hearty Potato Curry,2024-03-22,68,81,790,474,12150,8100,5670,6075,2025,9720,6885,15326
Fruity Veggie Smoothie,2024-03-22,41,47,965,579,7050,4700,3290,3525,1175,5640,3995,12352
Spicy Veggie Stir-Fry,2024-03-22,58,64,998,598,9600,6400,4480,4800,1600,7680,5440,19612
Tropical Fruit Salad,2024-03-23,68,75,592,355,11250,7500,5250,5625,1875,9000,6375,13631
Garden Vegetable Medley,2024-03-23,57,66,573,343,9900,6600,4620,4950,1650,7920,5610,10023
Hearty Potato Curry,2024-03-23,50,56,790,474,8400,5600,3920,4200,1400,6720,4760,12956
Fruity Veggie Smoothie,2024-03-23,59,68,965,579,10200,6800,4760,5100,1700,8160,5780,17563
Spicy Veggie Stir-Fry,2024-03-23,55,66,998,598,9900,6600,4620,4950,1650,7920,5610,15422
Tropical Fruit Salad,2024-03-24,41,49,592,355,7350,4900,3430,3675,1225,5880,4165,6877
Garden Vegetable Medley,2024-03-24,44,51,573,343,7650,5100,3570,3825,1275,6120,4335,7719
Hearty Potato Curry,2024-03-24,54,64,790,474,9600,6400,4480,4800,1600,7680,5440,12324
Fruity Veggie Smoothie,2024-03-24,64,74,965,579,11100,7400,5180,5550,1850,8880,6290,18914
Spicy Veggie Stir-Fry,2024-03-24,60,67,998,598,10050,6700,4690,5025,1675,8040,5695,19814
Tropical Fruit Salad,2024-03-25,48,54,592,355,8100,5400,3780,4050,1350,6480,4590,9246
Garden Vegetable Medley,2024-03-25,49,56,573,343,8400,5600,3920,4200,1400,6720,4760,8869
Hearty Potato Curry,2024-03-25,50,57,790,474,8550,5700,3990,4275,1425,6840,4845,12482
Fruity Veggie Smoothie,2024-03-25,67,73,965,579,10950,7300,5110,5475,1825,8760,6205,22388
Spicy Veggie Stir-Fry,2024-03-25,56,64,998,598,9600,6400,4480,4800,1600,7680,5440,17616
Tropical Fruit Salad,2024-03-26,58,67,592,355,10050,6700,4690,5025,1675,8040,5695,10551
Garden Vegetable Medley,2024-03-26,67,80,573,343,12000,8000,5600,6000,2000,9600,6800,10951
Hearty Potato Curry,2024-03-26,46,50,790,474,7500,5000,3500,3750,1250,6000,4250,12640
Fruity Veggie Smoothie,2024-03-26,58,63,965,579,9450,6300,4410,4725,1575,7560,5355,19493
Spicy Veggie Stir-Fry,2024-03-26,70,80,998,598,12000,8000,5600,6000,2000,9600,6800,22020
Tropical Fruit Salad,2024-03-27,70,80,592,355,12000,8000,5600,6000,2000,9600,6800,13040
Garden Vegetable Medley,2024-03-27,52,57,573,343,8550,5700,3990,4275,1425,6840,4845,10245
Hearty Potato Curry,2024-03-27,68,78,790,474,11700,7800,5460,5850,1950,9360,6630,16748
Fruity Veggie Smoothie,2024-03-27,57,63,965,579,9450,6300,4410,4725,1575,7560,5355,18528
Spicy Veggie Stir-Fry,2024-03-27,63,70,998,598,10500,7000,4900,5250,1750,8400,5950,21014
Tropical Fruit Salad,2024-03-28,55,61,592,355,9150,6100,4270,4575,1525,7320,5185,10905
Garden Vegetable Medley,2024-03-28,51,57,573,343,8550,5700,3990,4275,1425,6840,4845,9672
Hearty Potato Curry,2024-03-28,41,47,790,474,7050,4700,3290,3525,1175,5640,3995,10112
Fruity Veggie Smoothie,2024-03-28,55,60,965,579,9000,6000,4200,4500,1500,7200,5100,18335
Spicy Veggie Stir-Fry,2024-03-28,56,63,998,598,9450,6300,4410,4725,1575,7560,5355,18214
Tropical Fruit Salad,2024-03-29,52,62,592,355,9300,6200,4340,4650,1550,7440,5270,8774
Garden Vegetable Medley,2024-03-29,42,48,573,343,7200,4800,3360,3600,1200,5760,4080,7602
Hearty Potato Curry,2024-03-29,54,60,790,474,9000,6000,4200,4500,1500,7200,5100,14220
Fruity Veggie Smoothie,2024-03-29,52,58,965,579,8700,5800,4060,4350,1450,6960,4930,16598
Spicy Veggie Stir-Fry,2024-03-29,50,57,998,598,8550,5700,3990,4275,1425,6840,4845,15814
Tropical Fruit Salad,2024-03-30,65,77,592,355,11550,7700,5390,5775,1925,9240,6545,11145
Garden Vegetable Medley,2024-03-30,62,74,573,343,11100,7400,5180,5550,1850,8880,6290,10144
Hearty Potato Curry,2024-03-30,43,47,790,474,7050,4700,3290,3525,1175,5640,3995,11692
Fruity Veggie Smoothie,2024-03-30,52,57,965,579,8550,5700,3990,4275,1425,6840,4845,17177
Spicy Veggie Stir-Fry,2024-03-30,65,75,998,598,11250,7500,5250,5625,1875,9000,6375,20020
Tropical Fruit Salad,2024-03-31,67,77,592,355,11550,7700,5390,5775,1925,9240,6545,12329
Garden Vegetable Medley,2024-03-31,66,76,573,343,11400,7600,5320,5700,1900,9120,6460,11750
Hearty Potato Curry,2024-03-31,58,67,790,474,10050,6700,4690,5025,1675,8040,5695,14062
Fruity Veggie Smoothie,2024-03-31,51,57,965,579,8550,5700,3990,4275,1425,6840,4845,16212
Spicy Veggie Stir-Fry,2024-03-31,70,80,998,598,12000,8000,5600,6000,2000,9600,6800,22020
Tropical Fruit Salad,2024-04-01,50,58,598,358,8700,5800,4060,4350,1450,6960,4930,9136
Garden Vegetable Medley,2024-04-01,50,57,578,346,8550,5700,3990,4275,1425,6840,4845,9178
Hearty Potato Curry,2024-04-01,53,60,798,478,9000,6000,4200,4500,1500,7200,5100,13614
Fruity Veggie Smoothie,2024-04-01,53,61,975,585,9150,6100,4270,4575,1525,7320,5185,15990
Spicy Veggie Stir-Fry,2024-04-01,59,64,1009,605,9600,6400,4480,4800,1600,7680,5440,20811
Tropical Fruit Salad,2024-04-02,56,64,598,358,9600,6400,4480,4800,1600,7680,5440,10576
Garden Vegetable Medley,2024-04-02,50,55,578,346,8250,5500,3850,4125,1375,6600,4675,9870
Hearty Potato Curry,2024-04-02,45,54,798,478,8100,5400,3780,4050,1350,6480,4590,10098
Fruity Veggie Smoothie,2024-04-02,40,45,975,585,6750,4500,3150,3375,1125,5400,3825,12675
Spicy Veggie Stir-Fry,2024-04-02,58,65,1009,605,9750,6500,4550,4875,1625,7800,5525,19197
Tropical Fruit Salad,2024-04-03,70,78,598,358,11700,7800,5460,5850,1950,9360,6630,13936
